300	0.04
325	0.15
350	0.29
375	0.32
400	0.38
425	0.41
450	0.39
475	0.36
500	0.31
525	0.27
550	0.22
575	0.18
600	0.16
625	0.14
650	0.12
675	0.1
700	0.09
725	0.07
750	0.06
775	0.05
800	0.04
825	0.03
850	0.025
875	0.02
900	0.02
925	0.015
950	0.01
