320	0.1
340	0.25
360	0.28
380	0.32
400	0.36
420	0.37
440	0.38
460	0.375
480	0.365
500	0.35
520	0.33
540	0.31
560	0.285
580	0.26
600	0.24
620	0.22
640	0.17
660	0.16
680	0.15
700	0.135
720	0.12
740	0.105
760	0.095
780	0.08
800	0.07
820	0.06
840	0.05
860	0.04
880	0.035
900	0.03
